"SMPNumber"	"SMPTypeName"	"SMPNewVegetatedArea"	"SMPFootPrint"	"InfiltrationTypeName"	"SystemStorageVolume"	"StormSizeManaged"	"SystemContributingImperviousArea"	"ProjectName"	"ConstructionCompletedDate"	"CAPITStatus"
"208-3-1"	"Pervious Paving"	0	189	"Infiltration"	48	0.444101773323053	1297	"Ogden St and Ramsey St (West Mill Creek Recreation Center)"	2006-01-01	"Closed"
"210-1-1"	"Infiltration/Storage Trench"	0	1134	"Detention/Slow Release"	1725	1.07320613853173	19288	"58th St, 59th St, and Walnut St (Sayre High School)"	2012-12-13	"Closed"
"210-2-1"	"Stormwater Tree Trench"	0	855	"Detention/Slow Release"	2949	1.50165492658915	23566	"58th St, 59th St, and Walnut St (Sayre High School)"	2012-12-13	"Closed"
"210-2-2"	"Stormwater Tree Trench"	0	970	"Detention/Slow Release"	2949	1.50165492658915	23566	"58th St, 59th St, and Walnut St (Sayre High School)"	2012-12-13	"Closed"
"210-3-1"	"Stormwater Tree Trench"	0	1574	"Detention/Slow Release"	2204	1.20954907161804	21866	"58th St, 59th St, and Walnut St (Sayre High School)"	2012-12-13	"Closed"
"211-1-1"	"Stormwater Bumpout"	283	440	"Detention/Slow Release"	2275	1.01960784313725	26775	"Haverford Ave, 57th St and Vine St (Shepard Recreation Center)"	2012-12-13	"Closed"
"211-1-2"	"Stormwater Tree Trench"	0	1993	"Detention/Slow Release"	2275	1.01960784313725	26775	"Haverford Ave, 57th St and Vine St (Shepard Recreation Center)"	2012-12-13	"Closed"
"211-2-1"	"Stormwater Tree Trench"	0	2625	"Detention/Slow Release"	2972	1.96756041046011	18126	"Haverford Ave, 57th St and Vine St (Shepard Recreation Center)"	2012-12-13	"Closed"
"211-2-2"	"Stormwater Planter"	39	38	"Detention/Slow Release"	2972	1.96756041046011	18126	"Haverford Ave, 57th St and Vine St (Shepard Recreation Center)"	2012-12-13	"Closed"
"211-3-1"	"Stormwater Tree Trench"	0	1825	"Detention/Slow Release"	2170	1.35195472716889	19261	"Haverford Ave, 57th St and Vine St (Shepard Recreation Center)"	2012-12-13	"Closed"
"212-1-1"	"Stormwater Tree Trench"	0	1582	"Detention/Slow Release"	2611	1.61463540324659	19405	"52nd St, 53rd St, Pine St, and Osage St (Samuel B. Huey Elementary School)"	2012-11-23	"Closed"
"212-2-1"	"Stormwater Tree Trench"	0	863	"Detention/Slow Release"	976	1.17921868707209	9932	"52nd St, 53rd St, Pine St, and Osage St (Samuel B. Huey Elementary School)"	2012-11-23	"Closed"
"212-3-1"	"Stormwater Tree Trench"	0	567	"Detention/Slow Release"	576	1.2111442088663	5707	"52nd St, 53rd St, Pine St, and Osage St (Samuel B. Huey Elementary School)"	2012-11-23	"Closed"
"213-1-1"	"Stormwater Tree Trench"	0	600	"Infiltration"	878	1.50880710296434	6983	"Christian St, Webster St, 56th St (Christy Recreation Center)"	2012-11-23	"Closed"
"213-2-1"	"Stormwater Tree Trench"	0	1098	"Infiltration"	1686	1.54820936639118	13068	"Christian St, Webster St, 56th St (Christy Recreation Center)"	2012-11-23	"Closed"
"213-3-1"	"Stormwater Tree Trench"	0	1624	"Infiltration"	2698	1.4050863640309	23042	"Christian St, Webster St, 56th St (Christy Recreation Center)"	2012-11-23	"Closed"
"214-1-1"	"Stormwater Tree Trench"	0	415	"Infiltration"	632	1.68871075484302	4491	"William Harrity School"	2012-11-23	"Closed"
"214-2-1"	"Stormwater Tree Trench"	0	1213	"Infiltration"	1847	1.47142003584943	15063	"William Harrity School"	2012-11-23	"Closed"
"215-1-1"	"Stormwater Tree Trench"	0	1464	"Detention/Slow Release"	1812	1.21760555493336	17858	"60th St, 61st St, Cedar Ave, and Hazel Ave (Bryant Elementary School)"	2012-11-23	"Closed"
"215-2-1"	"Stormwater Tree Trench"	0	1974	"Detention/Slow Release"	2591	1.01115483430355	30749	"60th St, 61st St, Cedar Ave, and Hazel Ave (Bryant Elementary School)"	2012-11-23	"Closed"
"216-1-1"	"Stormwater Tree Trench"	0	2635	"Detention/Slow Release"	3894	1.05404673824777	44332	"Pine St, Frazier St, and 57th St (Andrew Hamilton School)"	2012-12-13	"Closed"
"218-1-1"	"Stormwater Bumpout"	3712	3712	"Infiltration"	1885	1.58181818181818	14300	"Passyunk Ave"	2013-03-05	"Closed"
"218-2-1"	"Stormwater Bumpout"	5232	5232	"Infiltration"	3662	2.1972	20000	"Passyunk Ave"	2013-03-05	"Closed"
"218-3-1"	"Stormwater Bumpout"	3232	7176	"Detention/Slow Release"	5398	2.91783783783784	22200	"Passyunk Ave"	2013-03-05	"Closed"
"223-1-1"	"Stormwater Tree Trench"	0	1050	"Detention/Slow Release"	1194	1.25244755244755	11440	"13th St, Porter St, and Moyamensing Ave (A.S. Jenks School)"	2013-10-22	"Construction Complete"
"223-2-1"	"Stormwater Tree Trench"	0	1012	"Detention/Slow Release"	1221	1.32238267148014	11080	"13th St, Porter St, and Moyamensing Ave (A.S. Jenks School)"	2013-10-22	"Construction Complete"
"224-1-1"	"Stormwater Tree Trench"	0	1515	"Infiltration"	2574	1.69295697451357	18245	"4th St, 5th St, Federal St, and Washington Ave (Sacks Playground)"	2013-10-22	"Construction Complete"
"224-2-1"	"Stormwater Tree Trench"	0	852	"Infiltration"	1430	1.49542483660131	11475	"4th St, 5th St, Federal St, and Washington Ave (Sacks Playground)"	2013-10-22	"Construction Complete"
"224-3-1"	"Stormwater Tree Trench"	0	1224	"Infiltration"	1932	1.28407643312102	18055	"4th St, 5th St, Federal St, and Washington Ave (Sacks Playground)"	2013-10-22	"Construction Complete"
"226-1-1"	"Stormwater Tree Trench"	0	1590	"Infiltration"	2645	1.33924050632911	23700	"Smith Elementary School"	2013-10-22	"Construction Complete"
"227-1-1"	"Stormwater Tree Trench"	0	1090	"Infiltration"	1676	1.37283276450512	14650	"St Thomas Aquinas School"	2013-10-22	"Construction Complete"
"227-2-1"	"Stormwater Tree Trench"	0	688	"Infiltration"	1180	1.08091603053435	13100	"St Thomas Aquinas School"	2013-10-22	"Construction Complete"
"227-3-1"	"Stormwater Tree Trench"	0	775	"Infiltration"	1451	1.20748959778086	14420	"St Thomas Aquinas School"	2013-10-22	"Construction Complete"
"228-1-1"	"Stormwater Tree Trench"	0	789	"Infiltration"	1061	1.41466666666667	9000	"27th St from Indiana to Toronto"	2014-04-25	"Construction Complete"
"231-1-1"	"Stormwater Tree Trench"	0	1416	"Detention/Slow Release"	2034	1.21559838637382	20079	"56th St, 57th St, Race St, and Vine St (Daroff School)"	2012-12-13	"Closed"
"231-2-1"	"Stormwater Bumpout"	63	420	"Detention/Slow Release"	3924	1.44198438217731	32655	"56th St, 57th St, Race St, and Vine St (Daroff School)"	2012-12-13	"Closed"
"231-2-2"	"Stormwater Planter"	30	30	"Detention/Slow Release"	3924	1.44198438217731	32655	"56th St, 57th St, Race St, and Vine St (Daroff School)"	2012-12-13	"Closed"
"231-2-3"	"Infiltration/Storage Trench"	0	1382	"Detention/Slow Release"	3924	1.44198438217731	32655	"56th St, 57th St, Race St, and Vine St (Daroff School)"	2012-12-13	"Closed"
"231-2-4"	"Infiltration/Storage Trench"	0	1540	"Detention/Slow Release"	3924	1.44198438217731	32655	"56th St, 57th St, Race St, and Vine St (Daroff School)"	2012-12-13	"Closed"
"231-3-1"	"Stormwater Tree Trench"	0	1615	"Detention/Slow Release"	2211	0.995124146725677	26662	"56th St, 57th St, Race St, and Vine St (Daroff School)"	2012-12-13	"Closed"
"233-1-1"	"Infiltration/Storage Trench"	NA	NA	"Infiltration"	847	1.04246153846154	9750	"Belgrade St and Marlborough St"	2012-12-20	"Construction Complete"
"233-2-1"	"Infiltration/Storage Trench"	NA	NA	"Infiltration"	416	1.00848484848485	4950	"Belgrade St and Marlborough St"	2012-12-20	"Construction Complete"
"234-1-1"	"Stormwater Tree Trench"	0	585	"Detention/Slow Release"	840	1.152	8750	"Franklin St from Diamond St to Norris St"	2013-10-24	"Construction Complete"
"234-2-1"	"Stormwater Tree Trench"	0	990	"Detention/Slow Release"	1041	0.99936	12500	"Franklin St from Diamond St to Norris St"	2013-10-24	"Construction Complete"
"234-3-1"	"Infiltration/Storage Trench"	0	630	"Infiltration"	525	0.826229508196721	7625	"Franklin St from Diamond St to Norris St"	2013-10-24	"Construction Complete"
"234-4-1"	"Stormwater Tree Trench"	0	680	"Detention/Slow Release"	1638	1.1648	16875	"Franklin St from Diamond St to Norris St"	2013-10-24	"Construction Complete"
"234-5-1"	"Stormwater Tree Trench"	0	846	"Detention/Slow Release"	1915	1.36177777777778	16875	"Franklin St from Diamond St to Norris St"	2013-10-24	"Construction Complete"
"235-1-1"	"Infiltration/Storage Trench"	0	308	"Infiltration"	419	0.830250990752972	6056	"Germantown Ave SFR - Phase 4 - Laurel to Wildey"	NA	"NTP"
"235-2-1"	"Stormwater Tree Trench"	0	785	"Infiltration"	791	1.14499396863691	8290	"Germantown Ave SFR - Phase 4 - Laurel to Wildey"	NA	"NTP"
"235-3-1"	"Stormwater Tree Trench"	0	930	"Detention/Slow Release"	926	1.29919326552087	8553	"Germantown Ave SFR - Phase 4 - Laurel to Wildey"	NA	"NTP"
"235-4-1"	"Stormwater Tree Trench"	0	775	"Detention/Slow Release"	791	1.57282518641259	6035	"Germantown Ave SFR - Phase 4 - Laurel to Wildey"	NA	"NTP"
"240-1-1"	"Pervious Paving"	0	1643	"Infiltration"	657	1.66329113924051	4740	"Percy St from Catharine St to Christian St"	2011-07-18	"Closed"
"243-1-1"	"Swale"	0	5145	"Detention/Slow Release"	7491	1.95078125	46080	"Womrath Park"	2012-09-27	"Closed"
"243-1-2"	"Rain Garden"	4615	4615	"Detention/Slow Release"	7491	1.95078125	46080	"Womrath Park"	2012-09-27	"Closed"
"243-1-3"	"Infiltration/Storage Trench"	0	938	"Detention/Slow Release"	7491	1.95078125	46080	"Womrath Park"	2012-09-27	"Closed"
"244-1-1"	"Swale"	0	212	"Infiltration"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-1-2"	"Rain Garden"	0	747	"Infiltration"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-1-3"	"Rain Garden"	0	177	"Infiltration"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-1-4"	"Infiltration/Storage Trench"	0	4523	"Infiltration"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-2-1"	"Swale"	0	212	"Detention/Slow Release"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-2-2"	"Rain Garden"	0	747	"Detention/Slow Release"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-2-3"	"Rain Garden"	0	177	"Detention/Slow Release"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"244-2-4"	"Infiltration/Storage Trench"	0	4523	"Detention/Slow Release"	5378	1.50943749269091	42755	"Ingersoll Commons Park"	NA	"In Projects Control"
"245-1-1"	"Stormwater Tree Trench"	0	905	"Detention/Slow Release"	944	1.23425582915668	9178	"Diamond St from 25th St to Stillman St"	2013-04-23	"Construction Complete"
"247-1-1"	"Stormwater Tree Trench"	0	2381	"Detention/Slow Release"	2458	1.31169119935963	22487	"22nd, Carpenter, Montrose (Julian Abele Park)"	2013-05-16	"Closed"
"250-1-1"	"Stormwater Tree Trench"	0	1248	"Detention/Slow Release"	1713	1.1128796491798	18471	"Preston St, 41st St, Brown St, and Aspen St (Belmont School)"	2013-09-09	"Closed"
"250-2-1"	"Stormwater Tree Trench"	0	1509	"Detention/Slow Release"	1969	1.28127541890353	18441	"Preston St, 41st St, Brown St, and Aspen St (Belmont School)"	2013-09-09	"Closed"
"250-3-1"	"Stormwater Tree Trench"	0	591	"Detention/Slow Release"	1159	1.28231606122073	10846	"Preston St, 41st St, Brown St, and Aspen St (Belmont School)"	2013-09-09	"Closed"
"251-1-1"	"Stormwater Tree Trench"	0	2027	"Detention/Slow Release"	2676	1.31692913385827	24384	"49th St, Parrish St, and Ogden St (James Rhoads School)"	2013-09-09	"Closed"
"252-1-1"	"Stormwater Tree Trench"	0	944	"Detention/Slow Release"	1301	1.14870134647929	13591	"Sister Clara Muhammad School"	2013-09-09	"Closed"
"252-2-1"	"Stormwater Tree Trench"	0	1350	"Detention/Slow Release"	1277	1.19569288389513	12816	"Sister Clara Muhammad School"	2013-09-09	"Closed"
"253-1-1"	"Stormwater Tree Trench"	0	1658	"Detention/Slow Release"	2182	1.04032738686479	25169	"47th St, 48th St, Wyalusing Ave (Muhammed Square)"	2013-09-09	"Closed"
"253-2-1"	"Stormwater Tree Trench"	0	820	"Infiltration"	830	1.39515338282673	7139	"47th St, 48th St, Wyalusing Ave (Muhammed Square)"	2013-09-09	"Closed"
"253-3-1"	"Stormwater Tree Trench"	0	1605	"Detention/Slow Release"	2120	1.02850212249848	24735	"47th St, 48th St, Wyalusing Ave (Muhammed Square)"	2013-09-09	"Closed"
"254-1-1"	"Stormwater Tree Trench"	0	840	"Infiltration"	1145	1.2656595431098	10856	"53rd St and Peach St (Mastery Charter School)"	2013-09-09	"Closed"
"254-2-1"	"Stormwater Tree Trench"	0	960	"Detention/Slow Release"	1321	1.22931368747577	12895	"53rd St and Peach St (Mastery Charter School)"	2013-09-09	"Closed"
"255-1-1"	"Stormwater Tree Trench"	0	2114	"Infiltration"	2393	1.13952380952381	25200	"Kenmore Rd, Haddington St, and Atwood Rd (Cassidy Elementary School)"	2013-09-09	"Closed"
"255-2-1"	"Stormwater Tree Trench"	0	1459	"Infiltration"	1988	1.40818133522224	16941	"Kenmore Rd, Haddington St, and Atwood Rd (Cassidy Elementary School)"	2013-09-09	"Closed"
"256-1-1"	"Stormwater Tree Trench"	0	1737	"Detention/Slow Release"	2446	1.10637014700339	26530	"62nd St and Lebanon (Overbrook Elementary)"	2013-09-09	"Closed"
"257-1-1"	"Stormwater Tree Trench"	0	1634	"Detention/Slow Release"	2144	1.01687680328841	25301	"Old Cathedral Cemetary"	2013-09-09	"Closed"
"258-1-1"	"Stormwater Tree Trench"	0	2358	"Detention/Slow Release"	3352	1.36292481279436	29513	"Oakford, 30th (Donald Finnegan Playground)"	2013-05-16	"Closed"
"259-1-1"	"Stormwater Tree Trench"	0	4112	"Detention/Slow Release"	5089	1.65383886255924	36925	"24th St and Wolf St (Smith Playground)"	2013-05-16	"Closed"
"259-2-1"	"Stormwater Tree Trench"	0	1868	"Infiltration"	2387	1.54124293785311	18585	"24th St and Wolf St (Smith Playground)"	2013-05-16	"Closed"
"260-1-1"	"Stormwater Tree Trench"	0	1744	"Detention/Slow Release"	2667	1.59192200557103	20104	"23rd St, 24th St, and Jackson (E.H. Vare Middle School)"	2013-05-16	"Closed"
"260-2-1"	"Stormwater Tree Trench"	0	1000	"Infiltration"	1285	1.27185747278126	12124	"23rd St, 24th St, and Jackson (E.H. Vare Middle School)"	2013-05-16	"Closed"
"261-1-1"	"Stormwater Tree Trench"	0	1074	"Detention/Slow Release"	1377	1.77391304347826	9315	"Stephen Girard School"	2013-05-16	"Closed"
"262-1-1"	"Stormwater Tree Trench"	0	1345	"Detention/Slow Release"	1869	1.34638011766118	16658	"Southwark School"	2013-05-16	"Closed"
"264-1-1"	"Stormwater Tree Trench"	0	2715	"Detention/Slow Release"	3585	1.2271093616293	35058	"57th St and Pentridge St (Longstreth School)"	2014-01-13	"Construction Complete"
"264-1-2"	"Stormwater Planter"	60	70	"Detention/Slow Release"	3585	1.2271093616293	35058	"57th St and Pentridge St (Longstreth School)"	2014-01-13	"Construction Complete"
"264-1-3"	"Stormwater Planter"	60	80	"Detention/Slow Release"	3585	1.2271093616293	35058	"57th St and Pentridge St (Longstreth School)"	2014-01-13	"Construction Complete"
"264-1-4"	"Stormwater Planter"	60	80	"Detention/Slow Release"	3585	1.2271093616293	35058	"57th St and Pentridge St (Longstreth School)"	2014-01-13	"Construction Complete"
"264-1-5"	"Stormwater Planter"	60	80	"Detention/Slow Release"	3585	1.2271093616293	35058	"57th St and Pentridge St (Longstreth School)"	2014-01-13	"Construction Complete"
"265-1-1"	"Stormwater Tree Trench"	0	1000	"Detention/Slow Release"	1549	1.39225526177814	13351	"McCreesh Playground / Catharine Elementary School"	2014-01-13	"Construction Complete"
"265-2-1"	"Infiltration/Storage Trench"	0	939	"Infiltration"	1325	1.89805419601289	8377	"McCreesh Playground / Catharine Elementary School"	2014-01-13	"Construction Complete"
"265-3-1"	"Infiltration/Storage Trench"	0	1718	"Infiltration"	2329	1.40633019674936	19873	"McCreesh Playground / Catharine Elementary School"	2014-01-13	"Construction Complete"
"265-4-1"	"Infiltration/Storage Trench"	0	926	"Detention/Slow Release"	1489	1.28417421302285	13914	"McCreesh Playground / Catharine Elementary School"	2014-01-13	"Construction Complete"
"265-5-1"	"Stormwater Tree Trench"	0	822	"Infiltration"	1071	1.57964601769911	8136	"McCreesh Playground / Catharine Elementary School"	2014-01-13	"Construction Complete"
"266-1-1"	"Rain Garden"	1525	1525	"Infiltration"	3408	1.21569560047562	33640	"Springfield Ave and Cobbs Creek Island"	2014-01-13	"Construction Complete"
"266-1-2"	"Infiltration/Storage Trench"	0	1103	"Infiltration"	3408	1.21569560047562	33640	"Springfield Ave and Cobbs Creek Island"	2014-01-13	"Construction Complete"
"266-1-3"	"Rain Garden"	1216	1216	"Infiltration"	3408	1.21569560047562	33640	"Springfield Ave and Cobbs Creek Island"	2014-01-13	"Construction Complete"
"268-1-1"	"Stormwater Tree Trench"	0	1498	"Detention/Slow Release"	1686	1.05871271585557	19110	"William Gray Youth Center"	2014-08-01	"Construction Complete"
"268-2-1"	"Infiltration/Storage Trench"	0	869	"Detention/Slow Release"	1043	1.18826545143834	10533	"William Gray Youth Center"	2014-08-01	"Construction Complete"
"268-3-1"	"Stormwater Tree Trench"	0	650	"Detention/Slow Release"	635	0.819090615930345	9303	"William Gray Youth Center"	2014-08-01	"Construction Complete"
"269-1-1"	"Stormwater Tree Trench"	0	985	"Infiltration"	1426	1.41855259885601	12063	"Parking Lot - 12th St, Marvine St, and Diamond St"	2014-08-01	"Construction Complete"
"269-2-1"	"Stormwater Tree Trench"	0	1073	"Infiltration"	1602	1.545958986731	12435	"Parking Lot - 12th St, Marvine St, and Diamond St"	2014-08-01	"Construction Complete"
"269-3-1"	"Stormwater Tree Trench"	0	790	"Infiltration"	1169	1.83492478744277	7645	"Parking Lot - 12th St, Marvine St, and Diamond St"	2014-08-01	"Construction Complete"
"269-4-1"	"Stormwater Tree Trench"	0	900	"Infiltration"	1222	1.7911322828875	8187	"Parking Lot - 12th St, Marvine St, and Diamond St"	2014-08-01	"Construction Complete"
"269-5-1"	"Stormwater Tree Trench"	0	1104	"Detention/Slow Release"	934	1.39855253306713	8014	"Parking Lot - 12th St, Marvine St, and Diamond St"	2014-08-01	"Construction Complete"
"270-1-1"	"Stormwater Tree Trench"	0	2100	"Detention/Slow Release"	2566	2.15856992639327	14265	"24th St and Diamond St (Dick Elementary School)"	2014-08-01	"Construction Complete"
"270-2-1"	"Stormwater Tree Trench"	0	1615	"Detention/Slow Release"	1804	1.74524346984844	12404	"24th St and Diamond St (Dick Elementary School)"	2014-08-01	"Construction Complete"
"271-1-1"	"Infiltration/Storage Trench"	0	1266	"Infiltration"	1740	1.21529596647459	17181	"Bridesburg Recreation Center/Bridesburg School"	2013-09-30	"Construction Complete"
"271-1-2"	"Rain Garden"	450	450	"Infiltration"	1740	1.21529596647459	17181	"Bridesburg Recreation Center/Bridesburg School"	2013-09-30	"Construction Complete"
"271-2-1"	"Infiltration/Storage Trench"	0	721	"Infiltration"	1000	1.19688809096349	10026	"Bridesburg Recreation Center/Bridesburg School"	2013-09-30	"Construction Complete"
"271-3-1"	"Stormwater Tree Trench"	0	2564	"Infiltration"	4221	2.07326756989071	24431	"Bridesburg Recreation Center/Bridesburg School"	2013-09-30	"Construction Complete"
"272-1-1"	"Stormwater Tree Trench"	0	735	"Infiltration"	997	1.7299016772701	6916	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"272-2-1"	"Stormwater Tree Trench"	0	856	"Detention/Slow Release"	903	0.841239034236472	12881	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"272-3-1"	"Stormwater Tree Trench"	0	856	"Detention/Slow Release"	1172	1.11760966306421	12584	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"272-4-1"	"Stormwater Tree Trench"	0	924	"Infiltration"	1268	1.16669222511885	13042	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"272-5-1"	"Stormwater Tree Trench"	0	924	"Infiltration"	1274	1.20406395211467	12697	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"272-6-1"	"Stormwater Tree Trench"	0	1476	"Infiltration"	1939	1.54512251809549	15059	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"272-7-1"	"Stormwater Tree Trench"	0	1678	"Infiltration"	2191	1.71138449521578	15363	"White Hall Commons/Carmella Playground/Gambrell Recreation Center/Warren G Harding School"	2013-09-30	"Construction Complete"
"273-1-1"	"Stormwater Tree Trench"	0	1280	"Detention/Slow Release"	1401	1.32097116366779	12727	"Hegerman St, Magee Ave, and Hellerman St (Dorsey Playground)"	2013-09-30	"Construction Complete"
"273-2-1"	"Stormwater Tree Trench"	0	914	"Detention/Slow Release"	1175	1.22003980271697	11557	"Hegerman St, Magee Ave, and Hellerman St (Dorsey Playground)"	2013-09-30	"Construction Complete"
"273-3-1"	"Stormwater Tree Trench"	0	918	"Detention/Slow Release"	1126	1.19363957597173	11320	"Hegerman St, Magee Ave, and Hellerman St (Dorsey Playground)"	2013-09-30	"Construction Complete"
"274-1-1"	"Stormwater Tree Trench"	0	2441	"Detention/Slow Release"	2395	1.06420795378805	27006	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-2-1"	"Stormwater Tree Trench"	0	1313	"Detention/Slow Release"	1525	1.55771195097038	11748	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-3-1"	"Stormwater Tree Trench"	0	558	"Detention/Slow Release"	739	1.72462077012835	5142	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-4-1"	"Infiltration/Storage Trench"	0	1407	"Detention/Slow Release"	1425	1.48193084322732	11539	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-4-2"	"Stormwater Planter"	100	100	"Detention/Slow Release"	1425	1.48193084322732	11539	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-4-3"	"Stormwater Planter"	100	100	"Detention/Slow Release"	1425	1.48193084322732	11539	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-4-4"	"Stormwater Planter"	100	100	"Detention/Slow Release"	1425	1.48193084322732	11539	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"274-4-5"	"Stormwater Planter"	100	100	"Detention/Slow Release"	1425	1.48193084322732	11539	"Hellerman St, Cottage St, and Levick St (Roosevelt Playground)"	2013-09-30	"Construction Complete"
"275-1-1"	"Stormwater Tree Trench"	0	1308	"Infiltration"	1729	1.74926228817132	11861	"Magnolia Cemetary"	2013-09-30	"Construction Complete"
"277-1-1"	"Stormwater Tree Trench"	0	2334	"Detention/Slow Release"	2190	1.08797350445042	24155	"William Cramp School"	2014-04-25	"Construction Complete"
"277-2-1"	"Stormwater Tree Trench"	0	1043	"Infiltration"	1352	1.30733279613215	12410	"William Cramp School"	2014-04-25	"Construction Complete"
"278-1-1"	"Stormwater Tree Trench"	0	3145	"Infiltration"	4386	1.36706493506494	38500	"Rosehill St (Barton School)"	2014-04-25	"Construction Complete"
"279-1-1"	"Stormwater Basin"	0	2497	"Infiltration"	2915	1.42531171053704	24542	"Harper's Hollow Park"	2012-12-04	"Closed"
"280-1-1"	"Rain Garden"	14345	14345	"Infiltration"	22120	1.99294241309408	133190	"Kemble Park"	2015-01-21	"Construction Complete"
"280-1-2"	"Swale"	0	5600	"Infiltration"	22120	1.99294241309408	133190	"Kemble Park"	2015-01-21	"Construction Complete"
"280-1-3"	"Rain Garden"	0	21580	"Infiltration"	22120	1.99294241309408	133190	"Kemble Park"	2015-01-21	"Construction Complete"
"280-2-1"	"Infiltration/Storage Trench"	0	3130	"Infiltration"	5052	2.00363552235846	30257	"Kemble Park"	2015-01-21	"Construction Complete"
"280-3-1"	"Infiltration/Storage Trench"	0	5452	"Infiltration"	7996	1.87398929729307	51202	"Kemble Park"	2015-01-21	"Construction Complete"
"280-4-1"	"Infiltration/Storage Trench"	0	1312	"Infiltration"	2008	1.94322580645161	12400	"Kemble Park"	2015-01-21	"Construction Complete"
"281-1-1"	"Rain Garden"	0	1308	"Infiltration"	1737	1.17756058979719	17701	"Wakefield Park"	2012-12-04	"Closed"
"281-2-1"	"Rain Garden"	0	3315	"Infiltration"	2710	1.54790803941168	21009	"Wakefield Park"	2012-12-04	"Closed"
"282-1-1"	"Rain Garden"	0	6690	"Infiltration"	9158	2.80640465793304	39159	"Wister Woods Park"	2015-01-21	"Construction Complete"
"282-2-1"	"Rain Garden"	8620	10443	"Infiltration"	5141	1.10193801911226	55985	"Wister Woods Park"	2015-01-21	"Construction Complete"
"282-3-1"	"Rain Garden"	0	12668	"Infiltration"	11275	2.43511752636694	55562	"Wister Woods Park"	2015-01-21	"Construction Complete"
"282-4-1"	"Rain Garden"	0	5282	"Infiltration"	9504	2.00323192580623	56932	"Wister Woods Park"	2015-01-21	"Construction Complete"
"283-1-1"	"Stormwater Tree Trench"	0	1280	"Detention/Slow Release"	1518	1.24239530759787	14662	"Alder St from Norris St to Diamond St"	2014-08-01	"Construction Complete"
"285-1-1"	"Stormwater Tree Trench"	0	885	"Detention/Slow Release"	1397	1.10021657806655	15237	"21st St from Venango to Pacific"	2012-12-06	"Closed"
"289-1-1"	"Infiltration/Storage Trench"	0	990	"Infiltration"	962	0.420929808568824	27425	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-2-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-3-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-4-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-5-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-6-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-7-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-8-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-9-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-10-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
